agent,time_step,Reward,Action_0_0,Action_0_1,Action_0_2,Action_1_0,Action_1_1,Action_1_2,Action_1_3,Action_2_0,Action_2_1,Action_3_0,Action_3_1,Action_3_2,Action_4_0,Action_4_1,Action_4_2,Action_4_3,state_0_0,state_0_1,state_0_2,state_0_3,state_0_4,state_0_5,state_0_6,state_0_7,state_1_0,state_1_1,state_1_2,state_1_3,state_1_4,state_1_5,state_1_6,state_1_7,state_2_0,state_2_1,state_2_2,state_2_3,state_2_4,state_2_5,state_3_0,state_3_1,state_3_2,state_3_3,state_3_4,state_3_5,state_3_6,state_3_7,state_4_0,state_4_1,state_4_2,state_4_3,state_4_4,state_4_5,state_4_6,state_4_7,next_state_0_0,next_state_0_1,next_state_0_2,next_state_0_3,next_state_0_4,next_state_0_5,next_state_0_6,next_state_0_7,next_state_1_0,next_state_1_1,next_state_1_2,next_state_1_3,next_state_1_4,next_state_1_5,next_state_1_6,next_state_1_7,next_state_2_0,next_state_2_1,next_state_2_2,next_state_2_3,next_state_2_4,next_state_2_5,next_state_3_0,next_state_3_1,next_state_3_2,next_state_3_3,next_state_3_4,next_state_3_5,next_state_3_6,next_state_3_7,next_state_4_0,next_state_4_1,next_state_4_2,next_state_4_3,next_state_4_4,next_state_4_5,next_state_4_6,next_state_4_7
0,0,0.08272482490359419,0.0,0.7973999977111816,0.0,,,,,,,,,,,,,,0.0,0.5280840838173583,0.2,0.3,0.0,0.0,0.2,0.3578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0435,0.4455313518525622,0.2,0.36379199999999995,0.3987,0.0,0.2,0.3578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,-0.05086090453920001,,,,0.13840000331401825,0.0,0.0,0.6141999959945679,,,,,,,,,,,,,,,,,,0.0,-0.142907615485142,0.2,0.3,0.0,0.0,0.2,0.3578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0435,-0.18167479553321841,0.22629600062966346,0.3,0.0,0.3071,0.2,0.3578,,,,,,,,,,,,,,,,,,,,,,
2,0,-0.015413235229263975,,,,,,,,0.8361999988555908,0.37553819798167015,,,,,,,,,,,,,,,,,,,,,,,,0.0,-0.071453807732571,0.2,0.14270451523303465,0.2,0.3578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0435,-0.09083739775660919,0.2794389998912811,0.13615936951524343,0.2,0.3578,,,,,,,,,,,,,,,,
3,0,0.0,,,,,,,,,,0.10239999741315842,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.3814627147683965,0.2,0.3,0.0,0.0,0.2,0.3578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0435,0.30359196574485775,0.2194559995085001,0.3,0.0,0.0,0.2,0.3578,,,,,,,,
4,0,-0.027769916907864,,,,,,,,,,,,,0.28970000147819525,0.0,0.0,0.3806999921798706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-0.0523243109949485,0.2,0.3,0.0,0.0,0.2,0.3578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0435,-0.10278892282892499,0.2550430002808571,0.3,0.0,0.19415700000000002,0.2,0.3578
0,1,0.0562671352977569,0.0,0.18039999902248383,0.0,,,,,,,,,,,,,,0.0435,0.4455313518525622,0.2,0.36379199999999995,0.3987,0.0,0.2,0.3578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.087,0.7295032119120228,0.2,0.442016,0.4889,0.0,0.2,0.3578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,-0.0791379292032,,,,0.010599999688565731,0.0,-0.0,0.226500004529953,,,,,,,,,,,,,,,,,,0.0435,-0.18167479553321841,0.22629600062966346,0.3,0.0,0.3071,0.2,0.3578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.087,-0.1124699943508852,0.22831000057049095,0.3,0.0,0.42034999999999995,0.2,0.3578,,,,,,,,,,,,,,,,,,,,,,
2,1,-0.014212576711335223,,,,,,,,0.8363000154495239,0.3583141303032722,,,,,,,,,,,,,,,,,,,,,,,,0.0435,-0.09083739775660919,0.2794389998912811,0.13615936951524343,0.2,0.3578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.087,-0.0562349971754426,0.3588875013589859,0.16370499526353083,0.2,0.3578,,,,,,,,,,,,,,,,
3,1,0.0,,,,,,,,,,0.07479999959468842,-0.0,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0435,0.30359196574485775,0.2194559995085001,0.3,0.0,0.0,0.2,0.3578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.087,0.5498129626932159,0.23366799943149089,0.3,0.0,0.0,0.2,0.3578,,,,,,,,
4,1,-0.068566509830016,,,,,,,,,,,,,-0.09910000115633007,0.0,-0.0,0.3650999963283539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0435,-0.10278892282892499,0.2550430002808571,0.3,0.0,0.19415700000000002,0.2,0.3578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.087,0.008739597644846492,0.23417984214268234,0.3,0.0,0.38035800000000003,0.2,0.3578
