agent,time_step,Reward,Action_0_0,Action_0_1,Action_0_2,Action_1_0,Action_1_1,Action_1_2,Action_1_3,Action_2_0,Action_2_1,Action_3_0,Action_3_1,Action_3_2,Action_4_0,Action_4_1,Action_4_2,Action_4_3,state_0_0,state_0_1,state_0_2,state_0_3,state_0_4,state_0_5,state_0_6,state_0_7,state_1_0,state_1_1,state_1_2,state_1_3,state_1_4,state_1_5,state_1_6,state_1_7,state_2_0,state_2_1,state_2_2,state_2_3,state_2_4,state_2_5,state_3_0,state_3_1,state_3_2,state_3_3,state_3_4,state_3_5,state_3_6,state_3_7,state_4_0,state_4_1,state_4_2,state_4_3,state_4_4,state_4_5,state_4_6,state_4_7,next_state_0_0,next_state_0_1,next_state_0_2,next_state_0_3,next_state_0_4,next_state_0_5,next_state_0_6,next_state_0_7,next_state_1_0,next_state_1_1,next_state_1_2,next_state_1_3,next_state_1_4,next_state_1_5,next_state_1_6,next_state_1_7,next_state_2_0,next_state_2_1,next_state_2_2,next_state_2_3,next_state_2_4,next_state_2_5,next_state_3_0,next_state_3_1,next_state_3_2,next_state_3_3,next_state_3_4,next_state_3_5,next_state_3_6,next_state_3_7,next_state_4_0,next_state_4_1,next_state_4_2,next_state_4_3,next_state_4_4,next_state_4_5,next_state_4_6,next_state_4_7
0,0,0.04244988719872466,0.0,1.0,0.0,,,,,,,,,,,,,,0.0,0.5708301447548519,0.2,0.3,0.0,0.0,0.2,0.3578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0435,0.5180180894945015,0.2,0.38,0.5,0.0,0.2,0.3578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,-0.040725724233600005,,,,0.4154999852180481,0.0,0.0,0.5210999846458435,,,,,,,,,,,,,,,,,,0.0,-0.11067625284791399,0.2,0.3,0.0,0.0,0.2,0.3578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0435,-0.11944486738458039,0.2789449971914291,0.3,0.0,0.26055,0.2,0.3578,,,,,,,,,,,,,,,,,,,,,,
2,0,-0.013980127132039276,,,,,,,,0.9793000221252441,0.3548986181382997,,,,,,,,,,,,,,,,,,,,,,,,0.0,-0.05533812641395699,0.2,0.1348614748925539,0.2,0.3578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0435,-0.059722433682290195,0.2930335021018982,0.11872659200964882,0.2,0.3578,,,,,,,,,,,,,,,,
3,0,0.0,,,,,,,,,,0.24799999594688416,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.4197124134102105,0.2,0.3,0.0,0.0,0.2,0.3578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0435,0.37131714446076935,0.247119999229908,0.3,0.0,0.0,0.2,0.3578,,,,,,,,
4,0,-0.052720163001912006,,,,,,,,,,,,,0.6495000123977661,0.0,0.0,0.6180999875068665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-0.01566614489308049,0.2,0.3,0.0,0.0,0.2,0.3578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0435,-0.033236951751968495,0.32340500235557557,0.3,0.0,0.315231,0.2,0.3578
0,1,0.10529980194819027,0.0,0.30790001153945923,0.0,,,,,,,,,,,,,,0.0435,0.5180180894945015,0.2,0.38,0.5,0.0,0.2,0.3578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.087,0.7326300380146898,0.2,0.484632,0.6539499999999999,0.0,0.2,0.3578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,-0.0527360539056,,,,0.20559999346733096,0.0,-0.0,0.10949999839067459,,,,,,,,,,,,,,,,,,0.0435,-0.11944486738458039,0.2789449971914291,0.3,0.0,0.26055,0.2,0.3578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.087,-0.1322199152773888,0.31800899595022203,0.3,0.0,0.3153,0.2,0.3578,,,,,,,,,,,,,,,,,,,,,,
2,1,-0.011246242705113438,,,,,,,,0.9013000130653381,0.31243840002539164,,,,,,,,,,,,,,,,,,,,,,,,0.0435,-0.059722433682290195,0.2930335021018982,0.11872659200964882,0.2,0.3578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.087,-0.0661099576386944,0.3786570033431053,0.17648466981063562,0.2,0.3578,,,,,,,,,,,,,,,,
3,1,0.0,,,,,,,,,,0.26809999346733093,-0.0,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0435,0.37131714446076935,0.247119999229908,0.3,0.0,0.0,0.2,0.3578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.087,0.5442531304543347,0.2980589979887009,0.3,0.0,0.0,0.2,0.3578,,,,,,,,
4,1,-0.076433488339392,,,,,,,,,,,,,0.1335999965667725,0.0,-0.0,0.18649999797344208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0435,-0.033236951751968495,0.32340500235557557,0.3,0.0,0.315231,0.2,0.3578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.087,-0.010147297636782958,0.3487890017032623,0.3,0.0,0.410346,0.2,0.3578
