agent,time_step,Reward,Action_0_0,Action_0_1,Action_0_2,Action_1_0,Action_1_1,Action_1_2,Action_1_3,Action_2_0,Action_2_1,Action_3_0,Action_3_1,Action_3_2,Action_4_0,Action_4_1,Action_4_2,Action_4_3,state_0_0,state_0_1,state_0_2,state_0_3,state_0_4,state_0_5,state_0_6,state_0_7,state_1_0,state_1_1,state_1_2,state_1_3,state_1_4,state_1_5,state_1_6,state_1_7,state_2_0,state_2_1,state_2_2,state_2_3,state_2_4,state_2_5,state_3_0,state_3_1,state_3_2,state_3_3,state_3_4,state_3_5,state_3_6,state_3_7,state_4_0,state_4_1,state_4_2,state_4_3,state_4_4,state_4_5,state_4_6,state_4_7,next_state_0_0,next_state_0_1,next_state_0_2,next_state_0_3,next_state_0_4,next_state_0_5,next_state_0_6,next_state_0_7,next_state_1_0,next_state_1_1,next_state_1_2,next_state_1_3,next_state_1_4,next_state_1_5,next_state_1_6,next_state_1_7,next_state_2_0,next_state_2_1,next_state_2_2,next_state_2_3,next_state_2_4,next_state_2_5,next_state_3_0,next_state_3_1,next_state_3_2,next_state_3_3,next_state_3_4,next_state_3_5,next_state_3_6,next_state_3_7,next_state_4_0,next_state_4_1,next_state_4_2,next_state_4_3,next_state_4_4,next_state_4_5,next_state_4_6,next_state_4_7
0,0,0.07487561135058111,0.0,0.8748000264167786,0.0,,,,,,,,,,,,,,0.0,0.5573573122313937,0.2,0.3,0.0,0.0,0.2,0.3578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0435,0.5061296083920321,0.2,0.369984,0.4374,0.0,0.2,0.3578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,-0.032507237064,,,,0.19349999725818634,0.0,0.0,0.4390000104904175,,,,,,,,,,,,,,,,,,0.0,-0.10336986968347642,0.2,0.3,0.0,0.0,0.2,0.3578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0435,-0.1334857417096208,0.2367649994790554,0.3,0.0,0.2195,0.2,0.3578,,,,,,,,,,,,,,,,,,,,,,
2,0,-0.012609024030510054,,,,,,,,1.0,0.3341635923264139,,,,,,,,,,,,,,,,,,,,,,,,0.0,-0.0516849348317382,0.2,0.12698216508403729,0.2,0.3578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0435,-0.0667428708448104,0.295,0.12381297486789214,0.2,0.3578,,,,,,,,,,,,,,,,
3,0,0.0,,,,,,,,,,0.29300001263618475,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.4142594408727063,0.2,0.3,0.0,0.0,0.2,0.3578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0435,0.3587599352022361,0.2556700024008751,0.3,0.0,0.0,0.2,0.3578,,,,,,,,
4,0,-0.036610136214528,,,,,,,,,,,,,0.396699994802475,0.0,0.0,0.4713999927043915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-0.010180994552587527,0.2,0.3,0.0,0.0,0.2,0.3578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0435,-0.048385180496211495,0.27537299901247025,0.3,0.0,0.240414,0.2,0.3578
0,1,0.04820646425339446,0.0,0.40220001339912415,0.0,,,,,,,,,,,,,,0.0435,0.5061296083920321,0.2,0.369984,0.4374,0.0,0.2,0.3578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.087,0.6870422434141673,0.2,0.472144,0.6385000000000001,0.0,0.2,0.3578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,-0.061458056704000015,,,,0.2881999909877777,0.0,-0.0,0.2649999856948853,,,,,,,,,,,,,,,,,,0.0435,-0.1334857417096208,0.2367649994790554,0.3,0.0,0.2195,0.2,0.3578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.087,-0.15440605158641402,0.2915229977667332,0.3,0.0,0.35200000000000004,0.2,0.3578,,,,,,,,,,,,,,,,,,,,,,
2,1,-0.012076942206362691,,,,,,,,1.0,0.3258236180734004,,,,,,,,,,,,,,,,,,,,,,,,0.0435,-0.0667428708448104,0.295,0.12381297486789214,0.2,0.3578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.087,-0.07720302579320701,0.39,0.17764833881639525,0.2,0.3578,,,,,,,,,,,,,,,,
3,1,0.0,,,,,,,,,,0.18350000679492953,-0.0,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0435,0.3587599352022361,0.2556700024008751,0.3,0.0,0.0,0.2,0.3578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.087,0.5080682529469456,0.2905350036919117,0.3,0.0,0.0,0.2,0.3578,,,,,,,,
4,1,-0.07646086060569601,,,,,,,,,,,,,0.13009999692440033,0.0,-0.0,0.333400011062622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0435,-0.048385180496211495,0.27537299901247025,0.3,0.0,0.240414,0.2,0.3578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.087,-0.037351795816383496,0.3000919984281063,0.3,0.0,0.41044800000000004,0.2,0.3578
